m2,m3,m4,k,alpha,beta,Tem,omega_1,omega_2,omega_3,D_1,D_2,D_3,EVnorm1_1,EVnorm1_2,EVnorm1_3,EVnorm2_1,EVnorm2_2,EVnorm2_3,EVnorm3_1,EVnorm3_2,EVnorm3_3
1,1,1,2,1,1,20,22.5867759232459,62.1849950785712,85.8770983608778,0.0149892194118134,0.00814342257111852,0.00793918077268699,0.336415990612423,0.600912437411094,0.725071392226256,0.755745277919835,0.221990057956737,-0.616092110865117,0.522512381893551,-0.739891317232803,0.423723553099701
0.961759436958588,0.825552247790906,1.11317501919057,1.84925930334501,1.08093242816296,1,44.055240535594,21.6740792207283,59.3744839933023,85.6802188647029,0.0166961732108135,0.00866790456706873,0.00823341591645698,0.331732215906477,0.593184106185959,0.733543695425258,0.779036153714456,0.273191182685544,-0.564330797412882,0.503028546697539,-0.789348960059486,0.351980823995242
1.08148778465782,1.04965995306918,0.930180621382031,2.34745237117458,0.879917960329331,1,-2.79314643394217,24.6605679230802,67.0855826566057,92.1755320463422,0.0124030193576675,0.00746035244562737,0.00759718698233235,0.341089104911459,0.604150998578666,0.720180389504671,0.756258944262903,0.160243459408448,-0.634345680949412,0.473087506847107,-0.734404150651555,0.486660820665643
0.939579806801123,1.00468358214041,1.15332798561206,1.67802773436859,1.19803683625095,1,45.49242803505,20.0035763303151,56.2018143912501,78.0785344080827,0.0197490977762909,0.00948328141924741,0.00870736507339779,0.330028730905838,0.596851473678475,0.731333955963016,0.749598909835509,0.306158331127587,-0.58682923466251,0.592648878247532,-0.727967885221984,0.344717370025612
0.911253383233529,1.12110531299747,1.10326609079643,1.85719829817108,0.954353539139465,1,-0.251650815611086,21.13249562678,60.1808789195382,81.4866833091434,0.0151941116121027,0.00797341765565889,0.0077407047213002,0.330698410179738,0.601022681505964,0.727605867087377,0.72394450125932,0.305972545015707,-0.618292132242523,0.642558709709474,-0.679511467762173,0.354093871390334
0.906043226097785,1.10142370415895,0.973910816131165,2.0152018947209,0.913772754288927,1,7.56406140464177,22.6149021505385,64.0415978499629,85.7995819584232,0.0137797743491682,0.00766881031501448,0.00762398783654304,0.334360102118235,0.60423189649251,0.723261458514519,0.726655493927574,0.254920669258898,-0.637955520024295,0.606880864116618,-0.681987569209443,0.408152633475347
0.849619724472374,0.846393828371281,1.07131426886788,1.8564877074547,0.984497206690057,1,12.1684175753216,22.0880801495006,61.8255156666074,87.3574036017872,0.0150574886540857,0.00807622142512381,0.00789586923557931,0.329640667201937,0.594810182348521,0.733169746717076,0.760815874737732,0.30625758750619,-0.572158627342059,0.568279465461726,-0.750251928612952,0.337906041300066
1.07301939771196,1.11952001575581,0.889593114124248,1.79123584249507,0.812314719377122,1,13.0750921573765,21.4510538140661,58.9029534650659,79.4887704082575,0.0129272209419677,0.00726233545245641,0.00717357107826422,0.342079405448331,0.607078344820668,0.717243029675378,0.748625428453323,0.14561395550977,-0.64680487307524,0.481602944204928,-0.708626525945085,0.515661760129782
0.921642146542019,1.17643952707849,1.12096968631317,1.89412413970935,0.846883662668115,1,-2.90179998538025,21.1174035165708,60.3822140800582,81.2986189625548,0.013610298682529,0.00740975661633751,0.00732595705500754,0.330514502007674,0.601838630176768,0.727014736569741,0.716255160985136,0.310592645945095,-0.62490859543375,0.658877142548367,-0.665463664933038,0.3507691857635
1.10683213055126,1.09776513885216,1.00717110667862,1.93954268966947,1.08902799731049,1,-4.82494914938035,21.9123280520684,59.9044403077086,82.1756377660748,0.0166539915031852,0.00868628959367177,0.00825745925629817,0.339131866960418,0.603060015390736,0.722016755102585,0.755274710638814,0.186188554049433,-0.628405867103767,0.496699576354995,-0.73507603801363,0.461468037015515
0.883306957823898,1.07420615555542,1.18949315894042,1.95222087770646,1.12803177795088,1,16.8087300117719,21.3927303183303,61.2072615279796,84.0979399812466,0.0175766621896773,0.00882978209310961,0.0084039337319267,0.327538983518496,0.597619565803851,0.731825845979825,0.72703221627548,0.346157323991969,-0.592958062213748,0.658966581545199,-0.683726379959,0.313498455745472
