,m2,m3,m4,k5,k6,alpha,beta,omega_1,omega_2,omega_3,D_1,D_2,D_3,EVnorm1_1,EVnorm1_2,EVnorm1_3,EVnorm2_1,EVnorm2_2,EVnorm2_3,EVnorm3_1,EVnorm3_2,EVnorm3_3,k5plusk6
0,1.0,1.0,1.0,1.0,1.0,0.6261,0.0001,22.5867757527256,62.1849953473564,85.8770985906773,0.0149892193960569,0.00814342261430057,0.00793918077759864,0.33641599198869704,0.600912435901503,0.72507139283879,0.755745274354182,0.22199005482458398,-0.6160921163675931,0.522512396095664,-0.7398913100728391,0.42372354808892204,2.0
1,1.1730454288194299,1.0,1.0,1.0,1.0,0.6261,0.0001,22.4132301235432,59.7964394169372,84.4851547951465,0.0150878591482983,0.00822508371969347,0.007929642525031259,0.341561326103269,0.6008496153688979,0.722714051490369,0.7684068820600709,0.156336296811568,-0.6205721762228511,0.43564264223902205,-0.769487589787984,0.467016420937512,2.0
2,0.8654049474110099,1.0,1.0,1.0,1.0,0.6261,0.0001,22.7209072652037,64.1594780234225,87.4521689992046,0.0149141049416867,0.00808722195279123,0.0079522795529017,0.332391249792366,0.6009457400517789,0.726897705715933,0.73576566181037,0.27992801660140804,-0.616675924957631,0.60449668244458,-0.7016702584767379,0.377150645343057,2.0
3,1.1684389023568797,1.0,1.0,1.0,1.0,0.6261,0.0001,22.417864088645302,59.85732672967399,84.51551005462521,0.0150852036804842,0.00822280275552353,0.00792982943978028,0.34142484338542106,0.6008515760562011,0.722776908783077,0.7682237800549259,0.157963519854457,-0.6203867746441021,0.4376859010285539,-0.768906020472426,0.466062853832056,2.0
4,1.1178631541555,1.0,1.0,1.0,1.0,0.6261,0.0001,22.4686928964999,60.5359554635645,84.87006515292849,0.0150561549955804,0.00819810473557713,0.00793208304163007,0.33992453831822,0.600872070407943,0.7234666980952309,0.765706000873483,0.176245555029925,-0.618572408500841,0.46105992473911206,-0.761875022021029,0.45493977251942,2.0
5,1.03095767868266,1.0,1.0,1.0,1.0,0.6261,0.0001,22.555813437101,61.7433565577276,85.5845251470209,0.0150066966749207,0.00815734909251052,0.007937013758206941,0.33733909362335196,0.600902840988839,0.724650337476577,0.7589713284578291,0.209532665562124,-0.616488916884472,0.505406826777873,-0.746542258822789,0.432710752394819,2.0
6,0.9760142383041022,1.0,1.0,1.0,1.0,0.6261,0.0001,22.6107376398098,62.5308898077683,86.1196537981193,0.0149757293468036,0.008132870278691,0.00794104148749728,0.335700068713132,0.600919374103826,0.72539738743165,0.752917464554195,0.23186467377264605,-0.615917254690584,0.5362357634943421,-0.7342429075691679,0.416339475229067,2.0
7,0.903045494684975,1.0,1.0,1.0,1.0,0.6261,0.0001,22.683479214176998,63.6001522630079,86.955068882376,0.0149349675352188,0.00810216571898713,0.00794788862832394,0.333518534201401,0.6009378089559959,0.726387731938883,0.742404166453051,0.26310975307492396,-0.6161244285613111,0.580406171923876,-0.7140596189564641,0.3914684357242879,2.0
8,1.10077855754698,1.0,1.0,1.0,1.0,0.6261,0.0001,22.4858423533137,60.7693091755935,84.99930137346091,0.0150463862948419,0.008189914704375679,0.00793293660226495,0.33941699139928005,0.6008785645541379,0.7236995623936899,0.764634054703293,0.18259837527589604,-0.618055495675432,0.46935417114712896,-0.759209630707092,0.450896217181285,2.0
9,0.891467792842201,1.0,1.0,1.0,1.0,0.6261,0.0001,22.6949986611786,63.771746503193796,87.10273931756929,0.0149285385388612,0.00809750109822524,0.007949168636089259,0.333171931836906,0.600940363092318,0.726544660597363,0.7404543707377529,0.26823291165783103,-0.616261657057227,0.5877288077825501,-0.710401675091246,0.387174777755543,2.0
