m2,m3,m4,k5,k6,alpha,beta,omega_1,omega_2,omega_3,D_1,D_2,D_3,EVnorm1_1,EVnorm1_2,EVnorm1_3,EVnorm2_1,EVnorm2_2,EVnorm2_3,EVnorm3_1,EVnorm3_2,EVnorm3_3
1,1,1,1,1,0.6261,0.0001,22.5867757527256,62.1849953473564,85.8770985906773,0.0149892193960569,0.00814342261430057,0.00793918077759864,0.336415991988697,0.600912435901503,0.72507139283879,0.755745274354182,0.221990054824584,-0.616092116367593,0.522512396095664,-0.739891310072839,0.423723548088922
0.928664418103871,1.12503386257082,1.11128492195905,1.09231388326092,1.05820833925552,0.877779998036742,6.30415787928764e-05,22.5878976079838,64.1815054402367,86.998854696957,0.0201423049559092,0.00886131452910281,0.00778705165992213,0.330929975580694,0.600894010389879,0.727606857815214,0.726795548436597,0.301695204702268,-0.617047999941984,0.634863702767049,-0.684739597899993,0.357882329791047
0.954410893385818,1.08447695414516,0.955325274087325,1.08498049423449,0.857893255279916,0.915517179036579,0.000145868700724973,22.2433743455647,62.2745445114048,83.8673967651885,0.0222018543157479,0.011892606777669,0.0115749372732566,0.336395818998358,0.604345294982363,0.722222000075534,0.737837161397262,0.224702537861535,-0.636478666366609,0.564575786953753,-0.700717330450557,0.436175886073262
1.05465264542308,0.9341842917039,0.915340078607031,1.0645118552724,1.17269026063928,0.529270741433347,9.21553969593655e-05,24.4857723076524,65.8533239823127,92.4359201190213,0.0119359681668682,0.00705292703707297,0.00712214059762601,0.341167443131065,0.601681259171131,0.722208029662959,0.764845812065883,0.160789425457468,-0.623825011061866,0.449653768684544,-0.759586599276335,0.469935832329903
1.01738192015294,1.07468100007595,0.916484843696476,0.935983137081317,0.908415076954918,0.799248020439905,7.80157551752898e-05,21.8154129068017,60.212550506394,81.5419031064649,0.0191693985750416,0.00898565275664009,0.00808161889136645,0.339609051193367,0.605234094748175,0.719970404184712,0.747510637733869,0.179850666715534,-0.639438491300518,0.510736113539102,-0.714656782727113,0.477927091959753
1.11466573347526,1.10450760158122,0.835726307738006,0.858843335942028,0.908474595568705,0.840218562105536,7.26116863356213e-05,21.5187577270127,58.4182236516364,79.3180044833777,0.0203041906525456,0.00931233096409645,0.00817622552922729,0.345359190952088,0.608356152915347,0.714583669303293,0.752567690656095,0.102164629924085,-0.650541512413333,0.434602085730264,-0.707766420107248,0.556944989785773
0.815731194136466,1.09619144801453,0.888269307451852,1.1490755051554,1.199860993282,0.580535153739252,7.45084843020232e-05,24.9076280317355,71.5312494261414,94.4720982757869,0.0125816771658715,0.00672275540764688,0.00659200813097355,0.334360122663052,0.606821026870353,0.721090528103621,0.709021498548714,0.257597569637023,-0.656454116228114,0.64074784513101,-0.64899757878645,0.410175988679606
0.827539378858662,0.972781881926951,0.929376004432687,0.926104032744757,1.03781545593268,0.716382593664539,5.34834825564638e-05,22.9864740766263,64.981561824908,88.1083786064292,0.0161973971496214,0.00724991903351154,0.00642152034926075,0.333504458942084,0.602376429179316,0.725201636398404,0.732951099308492,0.265760783670712,-0.62622191903925,0.601144829344276,-0.6956996456721,0.393226267134274
1.07509457001091,0.963432706185696,1.04896416521253,0.914725888042055,0.942772963858376,0.71164440891545,9.98421466062555e-05,21.5907051513844,58.5268075001166,82.5272769605449,0.0175581734516548,0.00900136584238849,0.00843142110033828,0.337101723458527,0.59859742818295,0.726666049168426,0.768576233000832,0.211284828077973,-0.603861983809472,0.482537014838955,-0.769299838178477,0.418731164697446
1.02539290328473,1.09294108183673,0.940132857454171,1.07281109213449,1.18959988913696,0.507686707549259,5.42216672046888e-05,23.9698144972983,66.2776987478123,89.6896376750687,0.0112399677435879,0.00562684015763719,0.00526180258916372,0.338960586955289,0.604950843352793,0.720513842766168,0.746479119921478,0.188262529718835,-0.638221077233525,0.519455917737265,-0.713781430194385,0.469767622806633
0.970118772224825,0.934224959904177,0.991923389278118,1.13965039554299,0.87247866893217,0.473332370585098,5.12553211722826e-05,22.9369753592452,62.972725713399,87.8445296544885,0.0109059291016165,0.00537207676265253,0.00494539802513234,0.335854972809722,0.599449009539489,0.726541342389479,0.760845420117258,0.228279770672565,-0.607455836245133,0.514839689930331,-0.751823025450109,0.411949307652635
1.0592943493636,1.07128662635784,0.927930486941212,1.17136440646214,0.964030287362546,0.47748433596115,0.000108728878223817,23.3821456349288,64.0423379186183,87.3264012964797,0.0114816046765202,0.00720950606047711,0.00748135671440352,0.340449425713633,0.60476591496191,0.71996692745677,0.752252578545203,0.168358877685447,-0.637001841737204,0.49011362954154,-0.724673071704618,0.484394022758138
0.873065566712632,1.13091609435164,1.07126616253905,0.955111164306719,0.980072629498448,0.332589804778645,9.51147605475349e-05,21.6275669197804,61.9787890298346,83.3980412621827,0.00871757552127419,0.0056306426750332,0.00596018279778359,0.330535243878308,0.602145391606249,0.726751250375027,0.713806940455629,0.311057643369482,-0.627473341472606,0.663258595091945,-0.6612450341895,0.350489715678488
1.14056214281311,0.925200146707406,1.16327641061131,0.953232842309527,0.966178250450634,0.732662468106998,7.88479666722787e-05,21.5007467257526,57.7967321564319,83.5604188278256,0.0178857156727251,0.00861684636022147,0.00767831274700309,0.335376090048252,0.59465187449875,0.730692839967021,0.78188292266881,0.228885359540972,-0.579888426705241,0.461528415176427,-0.799254546774739,0.384946348787259
1.17366463892597,0.937066121550636,0.803197950722765,0.823889736223415,0.852635870698553,0.724759657619596,6.87526658170145e-05,21.5831557100158,56.4626040868011,80.3187650513159,0.0175318871856869,0.00835902742495825,0.00727283499116678,0.349483792476819,0.605150058921963,0.715300276095826,0.760828978569316,0.0624002691412861,-0.645945409288018,0.362135226343341,-0.748870684549963,0.555023220832179
1.18535669105139,0.833473674770568,0.895450023449144,0.845207929608093,1.19090231932961,0.487409532099339,0.000137698699814777,23.665274694233,61.1602646987407,89.9562687267838,0.0119273292651276,0.0081955355659219,0.00890257770003555,0.346559927377247,0.59950106408608,0.721453179974928,0.772959309241315,0.102592614454884,-0.626105950871337,0.361767430502358,-0.796981810876633,0.483677908694955
1.11037405591634,0.832804962890608,1.00592218896508,1.03926847431333,1.00518663359954,0.888904820542733,5.29506968777493e-05,23.2409617494665,61.3804250561254,89.6952058066082,0.0197389797364925,0.0088660152549811,0.0073298530681281,0.339896471403091,0.596321050337014,0.727235583324061,0.78146296595459,0.176694610908034,-0.598410099611891,0.415435298030532,-0.805419173949092,0.422745156548772
0.84727420966933,0.858792889937478,1.06153944050931,1.04831392791397,0.839307986438725,0.658418426311921,8.1123486300137e-05,22.248580358321,62.3385467997464,87.7500053184099,0.0156993053417458,0.00780954980560991,0.00731096493924268,0.32987429573003,0.595421021649979,0.732568601561596,0.758075051802406,0.304481199793254,-0.57672646445888,0.573194000805874,-0.744972637242378,0.341268819554748
0.899118925896731,1.15012966166006,0.885404525338374,0.82768337479739,1.06490216296463,0.794606608192871,8.42607620900651e-05,22.1135492306097,62.946937440817,82.8473020550841,0.0188981623882735,0.00896369634405643,0.00828599793205604,0.336923359957872,0.608129538165266,0.71879142616311,0.719428312677307,0.218625094844796,-0.659261686147759,0.597711881087052,-0.660863722750348,0.453871840016462
0.925419538636953,0.972511634690758,1.18204100136157,1.17034083249215,0.848815202856599,0.523756405410819,9.36956822281804e-05,22.0252382971949,61.9775793309327,86.7461529108583,0.012921749782754,0.00712888585946414,0.0070827728123437,0.328743315648619,0.595294609445632,0.733179487152583,0.75313445950364,0.320093753197058,-0.574742094397462,0.593513902184774,-0.734151377685068,0.329792362792894
1.08097494779332,0.825955727104053,0.815912004093999,0.832178506458201,0.872003823154327,0.807530314998697,5.79996885105564e-05,22.1895850217721,58.0909652710817,83.8003613631199,0.0188396507989522,0.00863519614136715,0.00724837656877681,0.34650158180974,0.601820945964459,0.719547220689366,0.767831317010374,0.100537354208057,-0.632714239627146,0.379131929167889,-0.775352890841691,0.505061258610148
0.947103688804127,0.915036671101143,0.913662144627138,0.905841762505898,1.17214841643998,0.751626432253053,7.8914733928843e-05,23.797373403733,65.1753719273286,90.4948407990371,0.0167311956795194,0.00833783296342779,0.00772355703954656,0.337873320657279,0.601273974260787,0.724093382834467,0.758697341035786,0.202779627036494,-0.619078967147301,0.500577564512598,-0.74595845266009,0.439281332191115
