ID,m2,m3,m4,k,alpha,beta,Tem,omega_1,omega_2,omega_3,D_1,D_2,D_3,EVnorm1_1,EVnorm1_2,EVnorm1_3,EVnorm2_1,EVnorm2_2,EVnorm2_3,EVnorm3_1,EVnorm3_2,EVnorm3_3
1,1,1,1,2,1,1,20,22.62,62.2,85.79,0.014985,0.0081425,0.0079425,0.33655,0.60095,0.725125,0.755525,0.2219,-0.615875,0.522775,-0.74015,0.423925
2,1,1,1,2,1,1,20,22.625,62.195,85.7725,0.014985,0.008145,0.0079425,0.336525,0.600925,0.7251,0.755425,0.221875,-0.615775,0.522875,-0.740325,0.424025
3,1,1,1,2,1,1,20,22.625,62.205,85.755,0.014985,0.008145,0.007945,0.3365,0.600875,0.72505,0.755425,0.221875,-0.615775,0.522825,-0.740275,0.423975
4,1,1,1,2,1,1,20,22.6225,62.1975,85.7425,0.0149875,0.008145,0.007945,0.3364,0.600725,0.724875,0.75545,0.221875,-0.6158,0.522875,-0.740375,0.424025
5,1,1,1,2,1,1,20,22.62,62.1875,85.73,0.01499,0.008145,0.007945,0.3364,0.600725,0.724875,0.755625,0.221925,-0.61595,0.522925,-0.74045,0.424075
6,1,1,1,2,1,1,20,22.6275,62.2075,85.725,0.01499,0.0081425,0.007945,0.3363,0.600525,0.724625,0.755225,0.221825,-0.615625,0.52285,-0.74035,0.424025
7,1,1,1,2,1,1,20,22.6325,62.2275,85.7525,0.01499,0.00814,0.007945,0.336325,0.60055,0.724675,0.75535,0.22185,-0.615725,0.52275,-0.7402,0.42395
8,1,1,1,2,1,1,20,22.6325,62.2125,85.7275,0.01499,0.0081425,0.0079475,0.33635,0.6006,0.724725,0.755425,0.22185,-0.615775,0.52265,-0.740075,0.423875
9,1,1,1,2,1,1,20,22.63,62.2025,85.7125,0.01499,0.008145,0.00795,0.336325,0.60055,0.72465,0.75535,0.221825,-0.6157,0.522725,-0.740175,0.42395
10,1,1,1,2,1,1,20,22.63,62.185,85.7175,0.0149925,0.0081475,0.00795,0.3365,0.60085,0.725,0.75515,0.221775,-0.615525,0.522875,-0.74035,0.42405
11,1,1,1,2,1,1,20,22.6375,62.18,85.7125,0.01499,0.0081475,0.00795,0.336425,0.60075,0.7249,0.75515,0.221775,-0.615525,0.5229,-0.7404,0.424075
