ID,m2,m3,m4,k,alpha,beta,Tem,omega_1,omega_2,omega_3,D_1,D_2,D_3,EVnorm1_1,EVnorm1_2,EVnorm1_3,EVnorm2_1,EVnorm2_2,EVnorm2_3,EVnorm3_1,EVnorm3_2,EVnorm3_3
1,1,1,1,2,1,1,20,22.5933333333333,62.1466666666667,85.9066666666667,0.0149733333333333,0.00815333333333334,0.00796333333333333,0.336166666666667,0.600533333333333,0.7245,0.756533333333334,0.222266666666667,-0.6167,0.522533333333333,-0.74,0.423733333333333
2,1,1,1,2,1,1,20,22.6233333333333,62.19,85.9233333333333,0.0149633333333333,0.00815,0.00796,0.336066666666667,0.600366666666667,0.724266666666667,0.7565,0.222266666666667,-0.616666666666667,0.522633333333333,-0.740166666666667,0.4238
3,1,1,1,2,1,1,20,22.6066666666667,62.22,85.9433333333333,0.01497,0.00814666666666667,0.00795666666666667,0.336233333333333,0.6006,0.7246,0.756633333333333,0.2223,-0.6168,0.522833333333333,-0.740433333333333,0.423966666666667
4,1,1,1,2,1,1,20,22.6033333333333,62.2733333333333,86.02,0.01498,0.00815,0.00795666666666667,0.336233333333333,0.600566666666667,0.724533333333333,0.7556,0.222,-0.615966666666667,0.522533333333333,-0.740033333333333,0.423733333333333
5,1,1,1,2,1,1,20,22.6066666666667,62.2133333333334,85.97,0.0149733333333333,0.00815333333333334,0.00796333333333333,0.3361,0.600266666666667,0.7242,0.755833333333333,0.2221,-0.616166666666667,0.522133333333333,-0.739466666666667,0.4234
6,1,1,1,2,1,1,20,22.5933333333333,62.1966666666667,85.9633333333333,0.01498,0.00815,0.00796333333333333,0.335966666666667,0.600033333333334,0.723933333333333,0.7558,0.222066666666667,-0.616133333333333,0.522366666666667,-0.739766666666667,0.423566666666667
7,1,1,1,2,1,1,20,22.5833333333333,62.2266666666667,86.0033333333333,0.01498,0.00815333333333333,0.00796,0.335933333333333,0.6,0.7239,0.7562,0.222166666666667,-0.616466666666667,0.522933333333333,-0.7406,0.424033333333333
8,1,1,1,2,1,1,20,22.6033333333333,62.18,85.9333333333333,0.0149666666666667,0.00815333333333334,0.00796666666666667,0.336033333333333,0.6002,0.7241,0.755866666666666,0.222066666666667,-0.6162,0.5231,-0.740833333333333,0.424166666666667
9,1,1,1,2,1,1,20,22.6266666666667,62.2333333333334,85.8633333333333,0.01496,0.00814666666666667,0.00796333333333333,0.3361,0.600366666666667,0.7243,0.755066666666667,0.221833333333333,-0.615533333333333,0.5232,-0.741,0.424266666666667
10,1,1,1,2,1,1,20,22.63,62.2566666666667,85.9866666666667,0.0149633333333333,0.00814666666666667,0.00795666666666667,0.336,0.6002,0.7241,0.754466666666667,0.221666666666667,-0.615033333333333,0.523266666666667,-0.741066666666667,0.424333333333333
11,1,1,1,2,1,1,20,22.6066666666667,62.2533333333333,86.0366666666667,0.0149666666666667,0.00814666666666667,0.00795,0.335933333333333,0.600066666666667,0.723933333333333,0.754166666666667,0.221566666666667,-0.614766666666667,0.522833333333333,-0.740433333333333,0.423966666666667
12,1,1,1,2,1,1,20,22.6166666666667,62.2333333333333,86.13,0.0149666666666667,0.00814333333333334,0.00794666666666667,0.3358,0.599866666666667,0.7237,0.7538,0.221466666666667,-0.614466666666667,0.522966666666666,-0.740633333333333,0.4241
13,1,1,1,2,1,1,20,22.62,62.19,86.0733333333333,0.0149666666666667,0.00814333333333333,0.00794666666666667,0.336033333333333,0.600333333333333,0.724233333333333,0.752933333333333,0.2212,-0.613766666666667,0.5232,-0.740966666666667,0.4243
14,1,1,1,2,1,1,20,22.6466666666667,62.1466666666667,86.0066666666667,0.0149533333333333,0.00814333333333333,0.00794666666666667,0.335866666666667,0.6,0.723833333333333,0.753133333333333,0.221266666666667,-0.613933333333333,0.523033333333333,-0.740733333333333,0.424166666666667
