ID,m2,m3,m4,k,alpha,beta,Tem,omega_1,omega_2,omega_3,D_1,D_2,D_3,EVnorm1_1,EVnorm1_2,EVnorm1_3,EVnorm2_1,EVnorm2_2,EVnorm2_3,EVnorm3_1,EVnorm3_2,EVnorm3_3
1,1,1,1,2,1,1,20,22.65,62.25,85.9433333333333,0.0149666666666667,0.00813333333333333,0.00793333333333333,0.336133333333333,0.600433333333333,0.724533333333333,0.755933333333333,0.221966666666667,-0.616233333333333,0.522233333333333,-0.739533333333333,0.4236
2,1,1,1,2,1,1,20,22.65,62.2666666666667,85.9633333333334,0.0149666666666667,0.00813333333333333,0.00793,0.3362,0.600566666666667,0.724666666666667,0.756066666666667,0.222,-0.6163,0.522166666666667,-0.7394,0.423533333333333
3,1,1,1,2,1,1,20,22.6533333333333,62.25,85.9766666666667,0.0149666666666667,0.00813666666666667,0.00793,0.336133333333333,0.600466666666667,0.724566666666667,0.756166666666667,0.222033333333333,-0.616366666666667,0.5221,-0.7393,0.423466666666667
4,1,1,1,2,1,1,20,22.65,62.2566666666667,85.9366666666667,0.01497,0.00813666666666667,0.00793333333333333,0.3361,0.6004,0.7245,0.756433333333333,0.2221,-0.616566666666667,0.522166666666667,-0.739433333333333,0.423533333333333
5,1,1,1,2,1,1,20,22.6366666666667,62.24,85.93,0.01498,0.00814,0.00793333333333333,0.336066666666667,0.600333333333333,0.724433333333333,0.7567,0.222166666666667,-0.6168,0.522366666666667,-0.739766666666667,0.4237
6,1,1,1,2,1,1,20,22.63,62.2266666666667,85.92,0.01498,0.00814333333333333,0.00793666666666666,0.335933333333333,0.600066666666667,0.724133333333333,0.757033333333333,0.222266666666667,-0.617066666666667,0.522333333333333,-0.739766666666667,0.423666666666667
7,1,1,1,2,1,1,20,22.6233333333333,62.23,85.9166666666667,0.01498,0.00814666666666667,0.00793666666666667,0.335933333333333,0.600066666666667,0.724133333333333,0.757066666666667,0.2223,-0.6171,0.522366666666667,-0.7398,0.423666666666667
8,1,1,1,2,1,1,20,22.6233333333333,62.2433333333333,85.9666666666667,0.01498,0.00814333333333333,0.00793333333333333,0.335866666666667,0.599966666666667,0.724,0.7568,0.222233333333333,-0.616866666666667,0.522466666666667,-0.7399,0.423733333333333
9,1,1,1,2,1,1,20,22.6266666666667,62.23,85.9966666666667,0.0149766666666667,0.00814666666666667,0.00793,0.335966666666667,0.6001,0.724166666666667,0.7568,0.222233333333333,-0.616866666666667,0.5224,-0.739766666666667,0.423666666666667
10,1,1,1,2,1,1,20,22.63,62.2066666666667,85.9933333333333,0.0149733333333333,0.00814666666666667,0.00793,0.336033333333333,0.6002,0.7243,0.756533333333333,0.222133333333333,-0.616633333333333,0.522566666666667,-0.74,0.4238
11,1,1,1,2,1,1,20,22.6366666666667,62.2033333333333,86.0133333333333,0.0149733333333333,0.00814666666666667,0.00793,0.335966666666667,0.6001,0.724166666666667,0.756433333333333,0.2221,-0.616566666666667,0.522666666666667,-0.740133333333333,0.423866666666667
12,1,1,1,2,1,1,20,22.6433333333333,62.21,85.97,0.0149733333333333,0.00814333333333333,0.00793333333333333,0.335933333333333,0.600066666666667,0.724133333333333,0.756366666666667,0.2221,-0.616533333333333,0.5229,-0.740466666666667,0.424033333333333
13,1,1,1,2,1,1,20,22.6466666666667,62.2233333333334,85.9933333333333,0.0149733333333333,0.00814,0.00793333333333333,0.336,0.6002,0.724266666666667,0.7565,0.222133333333333,-0.616633333333333,0.523066666666667,-0.7407,0.424166666666667
14,1,1,1,2,1,1,20,22.6333333333333,62.25,85.9966666666667,0.01498,0.00813666666666667,0.00793333333333333,0.3359,0.600033333333333,0.724066666666667,0.756366666666667,0.2221,-0.616533333333333,0.5231,-0.740733333333333,0.4242
15,1,1,1,2,1,1,20,22.6166666666667,62.24,86.0333333333333,0.0149833333333333,0.00813666666666667,0.00793,0.336066666666667,0.6003,0.724366666666667,0.7564,0.2221,-0.616566666666667,0.523233333333333,-0.740933333333333,0.424333333333333
16,1,1,1,2,1,1,20,22.6333333333333,62.2566666666667,86.0433333333333,0.0149733333333333,0.00813333333333333,0.00793333333333333,0.3361,0.6004,0.724433333333333,0.756366666666667,0.222066666666667,-0.616533333333333,0.523233333333333,-0.740933333333333,0.424333333333333
17,1,1,1,2,1,1,20,22.63,62.2666666666667,86.0266666666667,0.0149766666666667,0.00813333333333333,0.00793333333333333,0.336233333333333,0.6006,0.724666666666667,0.756233333333333,0.222033333333333,-0.6164,0.523333333333334,-0.741033333333333,0.424433333333333
18,1,1,1,2,1,1,20,22.6233333333333,62.26,86.03,0.01498,0.00813666666666667,0.00793666666666667,0.3362,0.600533333333333,0.7246,0.7559,0.221966666666667,-0.616133333333333,0.5232,-0.7409,0.424333333333333
19,1,1,1,2,1,1,20,22.62,62.2433333333333,86.02,0.01498,0.00813666666666667,0.00794,0.3361,0.600333333333333,0.724366666666667,0.755766666666667,0.221933333333333,-0.616033333333333,0.523266666666667,-0.740966666666667,0.424366666666667
20,1,1,1,2,1,1,20,22.62,62.2133333333334,86.03,0.0149833333333333,0.00814,0.00794,0.3361,0.600366666666667,0.7244,0.7557,0.221933333333333,-0.615966666666667,0.5232,-0.740866666666666,0.4243
21,1,1,1,2,1,1,20,22.6033333333333,62.24,86.0333333333333,0.0149866666666667,0.00813666666666667,0.00793666666666667,0.336133333333333,0.6004,0.724433333333333,0.755533333333334,0.221866666666667,-0.615833333333333,0.523166666666667,-0.740833333333333,0.424266666666667
22,1,1,1,2,1,1,20,22.5966666666667,62.25,86.0333333333333,0.0149866666666667,0.00813666666666667,0.00793666666666667,0.336033333333333,0.600266666666667,0.724233333333333,0.755466666666667,0.221866666666667,-0.6158,0.5231,-0.740766666666667,0.424233333333333
23,1,1,1,2,1,1,20,22.59,62.2533333333333,86.04,0.0149866666666667,0.00813666666666667,0.00793666666666667,0.336166666666667,0.600566666666667,0.724566666666667,0.755866666666667,0.222,-0.616133333333333,0.522933333333333,-0.7405,0.4241
24,1,1,1,2,1,1,20,22.5766666666667,62.2733333333333,86.0633333333333,0.01499,0.00813333333333333,0.00793333333333333,0.336266666666667,0.6007,0.724733333333333,0.755733333333333,0.221966666666667,-0.616033333333333,0.522833333333333,-0.7404,0.424033333333333
25,1,1,1,2,1,1,20,22.57,62.28,86.0233333333333,0.0149866666666667,0.00813333333333333,0.00793333333333333,0.336266666666667,0.6007,0.724733333333333,0.755666666666667,0.221933333333333,-0.616,0.522833333333333,-0.740366666666666,0.424033333333333
26,1,1,1,2,1,1,20,22.5766666666667,62.2733333333333,86.0166666666667,0.01498,0.00813333333333333,0.00793333333333333,0.336333333333333,0.6008,0.724866666666667,0.755866666666667,0.222,-0.6162,0.522833333333333,-0.740366666666667,0.424033333333333
27,1,1,1,2,1,1,20,22.5733333333333,62.2433333333333,86.0466666666667,0.01498,0.00814,0.00793333333333333,0.336466666666667,0.601033333333333,0.725133333333333,0.755866666666667,0.222,-0.6162,0.5229,-0.740466666666666,0.4241
28,1,1,1,2,1,1,20,22.57,62.21,86.0433333333333,0.0149833333333333,0.00814666666666667,0.00793333333333333,0.336366666666667,0.6009,0.724966666666667,0.755766666666667,0.221966666666667,-0.616133333333333,0.5228,-0.7403,0.424
29,1,1,1,2,1,1,20,22.5833333333333,62.2,86.06,0.0149833333333333,0.00814666666666667,0.00793666666666667,0.336466666666667,0.601066666666667,0.7252,0.755533333333333,0.2219,-0.615933333333333,0.522833333333333,-0.740333333333333,0.424
30,1,1,1,2,1,1,20,22.5766666666667,62.18,86.0766666666667,0.0149866666666667,0.00815,0.00793666666666667,0.336533333333333,0.601166666666667,0.725333333333333,0.755533333333333,0.2219,-0.6159,0.522866666666667,-0.7404,0.424033333333333
31,1,1,1,2,1,1,20,22.5766666666667,62.18,86.0566666666667,0.0149933333333333,0.00815,0.00793666666666666,0.336633333333333,0.6013,0.7255,0.755433333333333,0.221866666666667,-0.615833333333333,0.5226,-0.74,0.4238
32,1,1,1,2,1,1,20,22.5733333333333,62.1666666666667,86.0066666666667,0.0149966666666667,0.00815333333333334,0.00793666666666666,0.3366,0.601233333333333,0.725433333333333,0.7554,0.221866666666667,-0.615833333333333,0.522633333333333,-0.740066666666667,0.423833333333334
33,1,1,1,2,1,1,20,22.5733333333333,62.1566666666667,86.0033333333333,0.0149966666666667,0.00815333333333334,0.00793666666666666,0.336766666666667,0.6015,0.725733333333333,0.755133333333333,0.221766666666667,-0.6156,0.5227,-0.740133333333333,0.4239
34,1,1,1,2,1,1,20,22.58,62.1633333333333,85.9833333333333,0.01499,0.00815333333333334,0.00793666666666666,0.336866666666667,0.601633333333333,0.7259,0.7549,0.2217,-0.615433333333333,0.522833333333333,-0.740266666666667,0.423966666666667
35,1,1,1,2,1,1,20,22.5933333333333,62.1933333333333,85.9933333333333,0.0149833333333333,0.00815,0.00793666666666666,0.3369,0.601633333333333,0.725933333333333,0.7545,0.2216,-0.6151,0.522866666666667,-0.740266666666667,0.423966666666667
36,1,1,1,2,1,1,20,22.6033333333333,62.2133333333333,85.9966666666667,0.01498,0.00814666666666667,0.00793333333333333,0.337,0.6018,0.726133333333333,0.754333333333333,0.221566666666667,-0.614966666666667,0.5228,-0.740166666666667,0.423933333333333
37,1,1,1,2,1,1,20,22.61,62.2133333333333,85.9866666666667,0.0149766666666667,0.00814333333333333,0.00793333333333333,0.337033333333333,0.601833333333333,0.7262,0.754366666666667,0.221566666666667,-0.615,0.522566666666667,-0.739833333333333,0.423766666666667
