ID,m2,m3,m4,k,alpha,beta,Tem,omega_1,omega_2,omega_3,D_1,D_2,D_3,EVnorm1_1,EVnorm1_2,EVnorm1_3,EVnorm2_1,EVnorm2_2,EVnorm2_3,EVnorm3_1,EVnorm3_2,EVnorm3_3
1,1,1,1,2,1,1,20,22.6,62.415,86.29,0.0150025,0.008115,0.0079175,0.336275,0.600625,0.7248,0.7549,0.221725,-0.6155,0.5236,-0.741475,0.424625
2,1,1,1,2,1,1,20,22.615,62.3875,86.3625,0.014995,0.008115,0.007915,0.3364,0.60085,0.725075,0.755125,0.2218,-0.6157,0.5236,-0.741475,0.424625
3,1,1,1,2,1,1,20,22.6075,62.3425,86.3775,0.0149975,0.0081225,0.007915,0.336275,0.600625,0.724775,0.7555,0.2219,-0.616,0.5234,-0.7412,0.424475
4,1,1,1,2,1,1,20,22.6025,62.3225,86.38,0.0149925,0.008125,0.007915,0.33615,0.6004,0.7245,0.755325,0.22185,-0.615875,0.523375,-0.74115,0.424425
5,1,1,1,2,1,1,20,22.61,62.275,86.3275,0.01499,0.0081325,0.007915,0.336125,0.60035,0.72445,0.755775,0.222,-0.61625,0.523225,-0.740925,0.4243
6,1,1,1,2,1,1,20,22.6075,62.26,86.325,0.0149925,0.0081325,0.007915,0.33615,0.6004,0.724525,0.755625,0.22195,-0.616125,0.5234,-0.74115,0.424425
7,1,1,1,2,1,1,20,22.615,62.2775,86.305,0.0149875,0.0081325,0.0079125,0.336375,0.600775,0.725,0.7554,0.221875,-0.61595,0.523225,-0.7409,0.424275
8,1,1,1,2,1,1,20,22.59,62.2875,86.2825,0.015,0.008135,0.0079125,0.33665,0.60125,0.7256,0.755225,0.2218,-0.6158,0.52335,-0.7411,0.424375
9,1,1,1,2,1,1,20,22.585,62.32,86.18,0.014995,0.00813,0.007915,0.33655,0.601075,0.725375,0.7553,0.221825,-0.615875,0.52355,-0.741375,0.424525
10,1,1,1,2,1,1,20,22.58,62.3325,86.2075,0.0149975,0.00813,0.0079125,0.336625,0.6012,0.725525,0.755375,0.22185,-0.61595,0.523475,-0.741275,0.424475
