ID,m2,m3,m4,k,alpha,beta,Tem,omega_1,omega_2,omega_3,D_1,D_2,D_3,EVnorm1_1,EVnorm1_2,EVnorm1_3,EVnorm2_1,EVnorm2_2,EVnorm2_3,EVnorm3_1,EVnorm3_2,EVnorm3_3
1,1,1,1,2,1,1,20,22.7,62.3,85.5,0.015,0.0081,0.008,0.335,0.598,0.722,0.758,0.223,-0.618,0.522,-0.739,0.423
2,1,1,1,2,1,1,20,22.6,62.2,86.1,0.015,0.0081,0.0079,0.338,0.604,0.729,0.755,0.222,-0.616,0.523,-0.74,0.424
3,1,1,1,2,1,1,20,22.7,62.3,85.9,0.015,0.0081,0.0079,0.337,0.603,0.727,0.755,0.222,-0.615,0.523,-0.74,0.424
4,1,1,1,2,1,1,20,22.6,62.2,85.9,0.015,0.0082,0.0079,0.337,0.602,0.727,0.753,0.221,-0.614,0.524,-0.742,0.425
5,1,1,1,2,1,1,20,22.5,62.1,85.5,0.015,0.0082,0.008,0.338,0.603,0.727,0.755,0.222,-0.615,0.525,-0.743,0.426
6,1,1,1,2,1,1,20,22.6,62.2,86.1,0.015,0.0081,0.0079,0.336,0.599,0.723,0.755,0.222,-0.616,0.522,-0.739,0.423
7,1,1,1,2,1,1,20,22.6,62.5,86.2,0.015,0.0081,0.0079,0.337,0.602,0.726,0.754,0.222,-0.615,0.524,-0.742,0.425
8,1,1,1,2,1,1,20,22.6,62.5,85.8,0.015,0.0081,0.0079,0.336,0.599,0.723,0.757,0.222,-0.617,0.521,-0.738,0.423
9,1,1,1,2,1,1,20,22.7,62.1,86.4,0.015,0.0082,0.0079,0.336,0.601,0.725,0.754,0.221,-0.614,0.523,-0.74,0.424
10,1,1,1,2,1,1,20,22.5,62.1,86.2,0.0151,0.0081,0.0079,0.337,0.602,0.726,0.755,0.222,-0.615,0.522,-0.739,0.423
11,1,1,1,2,1,1,20,22.6,62,85.7,0.015,0.0081,0.0079,0.336,0.6,0.724,0.754,0.221,-0.615,0.522,-0.739,0.423
12,1,1,1,2,1,1,20,22.6,62.2,85.9,0.015,0.0081,0.0079,0.336,0.601,0.725,0.759,0.223,-0.619,0.523,-0.74,0.424
13,1,1,1,2,1,1,20,22.5,62.2,86,0.015,0.0081,0.0079,0.336,0.6,0.724,0.756,0.222,-0.616,0.522,-0.739,0.423
14,1,1,1,2,1,1,20,22.6,62.2,85.8,0.015,0.0081,0.0079,0.338,0.603,0.728,0.756,0.222,-0.616,0.524,-0.743,0.425
15,1,1,1,2,1,1,20,22.5,61.9,86,0.015,0.0082,0.0079,0.337,0.602,0.726,0.754,0.222,-0.615,0.523,-0.74,0.424
16,1,1,1,2,1,1,20,22.6,62.3,85.7,0.015,0.0081,0.0079,0.336,0.6,0.724,0.755,0.222,-0.616,0.523,-0.74,0.424
17,1,1,1,2,1,1,20,22.5,62.3,85.8,0.015,0.0081,0.0079,0.336,0.601,0.725,0.755,0.222,-0.615,0.521,-0.737,0.422
18,1,1,1,2,1,1,20,22.6,62.2,85.2,0.015,0.0081,0.008,0.336,0.6,0.724,0.755,0.222,-0.616,0.52,-0.737,0.422
19,1,1,1,2,1,1,20,22.5,62.2,85.8,0.015,0.0082,0.0079,0.336,0.601,0.725,0.756,0.222,-0.616,0.523,-0.741,0.424
20,1,1,1,2,1,1,20,22.5,62.1,86,0.015,0.0082,0.0079,0.337,0.602,0.726,0.755,0.222,-0.615,0.522,-0.739,0.423
21,1,1,1,2,1,1,20,22.7,62.3,85.8,0.015,0.0081,0.008,0.337,0.601,0.726,0.756,0.222,-0.616,0.524,-0.741,0.425
22,1,1,1,2,1,1,20,22.6,62,86,0.015,0.0081,0.0079,0.337,0.602,0.727,0.756,0.222,-0.616,0.522,-0.739,0.423
23,1,1,1,2,1,1,20,22.7,62.2,85.7,0.015,0.0081,0.008,0.336,0.6,0.725,0.754,0.221,-0.614,0.523,-0.741,0.424
24,1,1,1,2,1,1,20,22.6,62.3,86.3,0.015,0.0081,0.0079,0.336,0.6,0.724,0.755,0.222,-0.615,0.523,-0.741,0.425
25,1,1,1,2,1,1,20,22.5,62,85.6,0.015,0.0082,0.0079,0.335,0.599,0.723,0.757,0.222,-0.617,0.522,-0.74,0.424
26,1,1,1,2,1,1,20,22.7,62.1,85.5,0.015,0.0081,0.008,0.336,0.6,0.723,0.759,0.223,-0.619,0.523,-0.74,0.424
27,1,1,1,2,1,1,20,22.6,62,85.8,0.015,0.0081,0.0079,0.338,0.605,0.729,0.756,0.222,-0.616,0.522,-0.739,0.423
28,1,1,1,2,1,1,20,22.6,62.3,85.9,0.015,0.0081,0.0079,0.336,0.601,0.725,0.758,0.223,-0.618,0.524,-0.742,0.425
29,1,1,1,2,1,1,20,22.7,62.4,85.9,0.0149,0.0081,0.0079,0.336,0.6,0.724,0.756,0.222,-0.616,0.523,-0.74,0.424
30,1,1,1,2,1,1,20,22.6,62.5,86.1,0.015,0.0081,0.0079,0.337,0.602,0.726,0.755,0.222,-0.616,0.522,-0.74,0.424
31,1,1,1,2,1,1,20,22.6,62.3,86.1,0.015,0.0081,0.0079,0.337,0.603,0.727,0.755,0.222,-0.616,0.524,-0.742,0.425
32,1,1,1,2,1,1,20,22.5,62.4,85.6,0.015,0.0081,0.0079,0.336,0.601,0.725,0.755,0.222,-0.615,0.523,-0.74,0.424
33,1,1,1,2,1,1,20,22.5,62.1,85.7,0.015,0.0081,0.008,0.337,0.601,0.726,0.758,0.223,-0.618,0.523,-0.74,0.424
34,1,1,1,2,1,1,20,22.5,61.9,86,0.015,0.0082,0.0079,0.337,0.601,0.725,0.757,0.222,-0.617,0.522,-0.739,0.423
35,1,1,1,2,1,1,20,22.6,62.1,86.2,0.015,0.0082,0.0079,0.336,0.6,0.724,0.756,0.222,-0.616,0.524,-0.742,0.425
36,1,1,1,2,1,1,20,22.5,62,85.4,0.015,0.0082,0.0079,0.336,0.601,0.725,0.755,0.222,-0.616,0.522,-0.74,0.424
37,1,1,1,2,1,1,20,22.6,62.2,85.9,0.015,0.0081,0.0079,0.336,0.601,0.725,0.757,0.222,-0.617,0.523,-0.741,0.424
38,1,1,1,2,1,1,20,22.6,62.2,85.9,0.015,0.0081,0.0079,0.337,0.601,0.725,0.754,0.222,-0.615,0.523,-0.741,0.424
39,1,1,1,2,1,1,20,22.5,62.4,85.8,0.015,0.0081,0.0079,0.335,0.599,0.723,0.757,0.222,-0.617,0.521,-0.738,0.423
40,1,1,1,2,1,1,20,22.6,62.1,85.8,0.015,0.0081,0.0079,0.336,0.6,0.725,0.756,0.222,-0.616,0.521,-0.737,0.422
41,1,1,1,2,1,1,20,22.7,62.6,85.8,0.0149,0.0081,0.0079,0.336,0.6,0.725,0.757,0.222,-0.617,0.522,-0.74,0.424
42,1,1,1,2,1,1,20,22.5,62.2,85.8,0.0151,0.0082,0.008,0.337,0.602,0.726,0.756,0.222,-0.616,0.521,-0.738,0.422
43,1,1,1,2,1,1,20,22.6,62.3,85.4,0.015,0.0081,0.008,0.336,0.601,0.725,0.756,0.222,-0.616,0.522,-0.739,0.423
44,1,1,1,2,1,1,20,22.6,62.1,86,0.015,0.0082,0.008,0.337,0.601,0.726,0.756,0.222,-0.616,0.523,-0.741,0.424
45,1,1,1,2,1,1,20,22.6,61.9,86,0.0149,0.0082,0.0079,0.335,0.599,0.722,0.756,0.222,-0.616,0.524,-0.741,0.425
46,1,1,1,2,1,1,20,22.7,62.4,86.4,0.015,0.0081,0.0079,0.335,0.599,0.723,0.753,0.221,-0.614,0.521,-0.738,0.423
47,1,1,1,2,1,1,20,22.6,62.2,86.1,0.015,0.0081,0.0079,0.337,0.602,0.727,0.756,0.222,-0.616,0.523,-0.74,0.424
48,1,1,1,2,1,1,20,22.6,62.2,86.1,0.015,0.0081,0.0079,0.336,0.601,0.725,0.755,0.222,-0.616,0.522,-0.739,0.423
49,1,1,1,2,1,1,20,22.6,62.1,85.8,0.015,0.0082,0.008,0.336,0.601,0.725,0.757,0.222,-0.617,0.525,-0.743,0.425
50,1,1,1,2,1,1,20,22.6,61.9,85.9,0.015,0.0082,0.0079,0.336,0.601,0.725,0.754,0.222,-0.615,0.522,-0.74,0.424
51,1,1,1,2,1,1,20,22.6,62.5,85.8,0.015,0.0081,0.0079,0.335,0.599,0.723,0.753,0.221,-0.614,0.523,-0.741,0.424
52,1,1,1,2,1,1,20,22.6,62,85.7,0.015,0.0082,0.008,0.336,0.601,0.725,0.759,0.223,-0.618,0.523,-0.74,0.424
53,1,1,1,2,1,1,20,22.7,62.1,85.7,0.015,0.0082,0.0079,0.337,0.602,0.726,0.757,0.222,-0.617,0.521,-0.738,0.423
54,1,1,1,2,1,1,20,22.5,62.3,85.6,0.015,0.0081,0.008,0.336,0.599,0.723,0.755,0.222,-0.616,0.522,-0.739,0.423
55,1,1,1,2,1,1,20,22.6,62.5,85.8,0.015,0.0081,0.008,0.336,0.601,0.725,0.755,0.222,-0.616,0.521,-0.738,0.423
56,1,1,1,2,1,1,20,22.5,62,85.6,0.015,0.0081,0.0079,0.336,0.6,0.724,0.754,0.221,-0.615,0.521,-0.738,0.422
57,1,1,1,2,1,1,20,22.6,62.1,85.5,0.015,0.0082,0.008,0.337,0.602,0.727,0.758,0.223,-0.618,0.525,-0.743,0.425
58,1,1,1,2,1,1,20,22.6,62.3,86.2,0.0149,0.0081,0.0079,0.336,0.6,0.724,0.757,0.222,-0.617,0.523,-0.741,0.424
59,1,1,1,2,1,1,20,22.7,62.2,85.4,0.0149,0.0081,0.008,0.337,0.602,0.727,0.757,0.222,-0.617,0.522,-0.739,0.423
60,1,1,1,2,1,1,20,22.6,62.1,85.9,0.015,0.0081,0.0079,0.336,0.6,0.724,0.759,0.223,-0.618,0.523,-0.74,0.424
61,1,1,1,2,1,1,20,22.6,62.4,85.8,0.015,0.0081,0.0079,0.337,0.602,0.727,0.756,0.222,-0.616,0.523,-0.74,0.424
62,1,1,1,2,1,1,20,22.7,62.3,86,0.015,0.0081,0.0079,0.337,0.601,0.725,0.755,0.222,-0.615,0.522,-0.739,0.423
63,1,1,1,2,1,1,20,22.6,62.2,86.1,0.0149,0.0082,0.0079,0.336,0.6,0.724,0.756,0.222,-0.616,0.523,-0.741,0.424
64,1,1,1,2,1,1,20,22.5,62.3,85.6,0.0151,0.0081,0.008,0.336,0.6,0.724,0.754,0.221,-0.615,0.522,-0.74,0.424
65,1,1,1,2,1,1,20,22.7,62,86.1,0.015,0.0082,0.0079,0.336,0.6,0.724,0.756,0.222,-0.616,0.522,-0.739,0.423
66,1,1,1,2,1,1,20,22.6,62.2,85.6,0.015,0.0081,0.008,0.336,0.601,0.725,0.757,0.222,-0.617,0.525,-0.743,0.425
67,1,1,1,2,1,1,20,22.6,62.4,85.7,0.015,0.0081,0.008,0.336,0.6,0.724,0.757,0.222,-0.617,0.523,-0.74,0.424
68,1,1,1,2,1,1,20,22.6,62.2,85.8,0.015,0.0081,0.0079,0.337,0.602,0.726,0.757,0.222,-0.617,0.523,-0.741,0.424
69,1,1,1,2,1,1,20,22.5,62.5,85.9,0.015,0.0081,0.0079,0.336,0.6,0.724,0.756,0.222,-0.617,0.522,-0.739,0.423
70,1,1,1,2,1,1,20,22.6,62.1,85.8,0.015,0.0082,0.0079,0.337,0.602,0.727,0.757,0.222,-0.617,0.523,-0.741,0.424
71,1,1,1,2,1,1,20,22.5,62.4,85.8,0.015,0.0081,0.0079,0.336,0.6,0.723,0.757,0.222,-0.617,0.523,-0.74,0.424
72,1,1,1,2,1,1,20,22.6,62.3,85.7,0.015,0.0081,0.008,0.336,0.6,0.724,0.755,0.222,-0.616,0.524,-0.742,0.425
73,1,1,1,2,1,1,20,22.6,62.3,85.5,0.015,0.0081,0.008,0.338,0.603,0.728,0.757,0.222,-0.617,0.523,-0.741,0.424
74,1,1,1,2,1,1,20,22.6,62,85.6,0.015,0.0081,0.008,0.337,0.602,0.726,0.758,0.223,-0.618,0.523,-0.741,0.424
75,1,1,1,2,1,1,20,22.6,62.3,85.9,0.015,0.0081,0.0079,0.336,0.6,0.724,0.755,0.222,-0.616,0.521,-0.738,0.423
76,1,1,1,2,1,1,20,22.6,62.2,86.2,0.015,0.0081,0.0079,0.336,0.6,0.724,0.755,0.222,-0.616,0.522,-0.739,0.423
77,1,1,1,2,1,1,20,22.6,61.9,86.1,0.015,0.0082,0.0079,0.337,0.603,0.727,0.757,0.222,-0.617,0.525,-0.743,0.426
78,1,1,1,2,1,1,20,22.6,62.1,85.8,0.015,0.0082,0.0079,0.336,0.599,0.723,0.757,0.222,-0.617,0.522,-0.739,0.423
79,1,1,1,2,1,1,20,22.6,62.4,85.6,0.015,0.0081,0.008,0.336,0.601,0.725,0.755,0.222,-0.615,0.525,-0.743,0.425
80,1,1,1,2,1,1,20,22.6,62.2,85.7,0.015,0.0081,0.008,0.336,0.6,0.724,0.755,0.222,-0.616,0.523,-0.74,0.424
81,1,1,1,2,1,1,20,22.6,62.2,85.6,0.015,0.0081,0.0079,0.338,0.603,0.728,0.754,0.221,-0.615,0.523,-0.741,0.424
82,1,1,1,2,1,1,20,22.7,62.1,86.5,0.0149,0.0082,0.0079,0.337,0.601,0.725,0.752,0.221,-0.613,0.524,-0.741,0.425
83,1,1,1,2,1,1,20,22.6,62.5,85.8,0.015,0.0081,0.008,0.337,0.601,0.726,0.753,0.221,-0.614,0.524,-0.742,0.425
84,1,1,1,2,1,1,20,22.5,62.2,85.7,0.0151,0.0081,0.0079,0.336,0.6,0.724,0.755,0.222,-0.616,0.523,-0.74,0.424
85,1,1,1,2,1,1,20,22.7,62.2,85.7,0.0149,0.0082,0.008,0.337,0.602,0.726,0.757,0.222,-0.617,0.522,-0.739,0.423
86,1,1,1,2,1,1,20,22.4,62.4,86,0.015,0.0081,0.0079,0.336,0.6,0.723,0.754,0.221,-0.614,0.522,-0.739,0.423
87,1,1,1,2,1,1,20,22.6,62.3,85.9,0.015,0.0081,0.0079,0.338,0.604,0.729,0.757,0.222,-0.617,0.522,-0.739,0.423
88,1,1,1,2,1,1,20,22.6,61.9,86.1,0.015,0.0081,0.0079,0.337,0.602,0.726,0.759,0.223,-0.619,0.524,-0.742,0.425
89,1,1,1,2,1,1,20,22.6,62.1,85.9,0.015,0.0081,0.0079,0.337,0.602,0.726,0.752,0.221,-0.613,0.524,-0.742,0.425
90,1,1,1,2,1,1,20,22.6,62.1,85.6,0.015,0.0082,0.0079,0.336,0.601,0.725,0.755,0.222,-0.616,0.522,-0.739,0.423
91,1,1,1,2,1,1,20,22.5,61.9,86.2,0.015,0.0082,0.0079,0.336,0.601,0.725,0.756,0.222,-0.616,0.523,-0.741,0.424
92,1,1,1,2,1,1,20,22.6,62.4,85.7,0.0149,0.0081,0.0079,0.336,0.6,0.724,0.755,0.222,-0.615,0.521,-0.738,0.423
93,1,1,1,2,1,1,20,22.6,62.7,86.1,0.015,0.0081,0.008,0.336,0.601,0.725,0.756,0.222,-0.616,0.524,-0.742,0.425
94,1,1,1,2,1,1,20,22.5,62.3,85.6,0.015,0.0081,0.008,0.335,0.599,0.723,0.758,0.223,-0.618,0.521,-0.738,0.423
95,1,1,1,2,1,1,20,22.7,62.1,86,0.015,0.0081,0.0079,0.336,0.601,0.725,0.756,0.222,-0.617,0.524,-0.742,0.425
96,1,1,1,2,1,1,20,22.5,61.9,85.6,0.015,0.0082,0.0079,0.338,0.604,0.729,0.758,0.223,-0.618,0.524,-0.742,0.425
97,1,1,1,2,1,1,20,22.6,62.6,85.7,0.015,0.0081,0.008,0.336,0.601,0.725,0.758,0.223,-0.618,0.522,-0.739,0.423
98,1,1,1,2,1,1,20,22.5,62.3,85.7,0.015,0.0081,0.008,0.337,0.601,0.726,0.757,0.222,-0.617,0.522,-0.739,0.423
99,1,1,1,2,1,1,20,22.6,62.2,85.6,0.0149,0.0081,0.0079,0.338,0.603,0.728,0.754,0.221,-0.615,0.521,-0.738,0.422
100,1,1,1,2,1,1,20,22.6,62.2,85.4,0.0149,0.0081,0.008,0.335,0.599,0.723,0.758,0.223,-0.618,0.523,-0.74,0.424
101,1,1,1,2,1,1,20,22.5,62.5,85.6,0.015,0.0081,0.008,0.336,0.6,0.724,0.756,0.222,-0.616,0.522,-0.739,0.423
102,1,1,1,2,1,1,20,22.6,62.5,85.8,0.015,0.0081,0.0079,0.337,0.603,0.727,0.755,0.222,-0.616,0.522,-0.739,0.423
103,1,1,1,2,1,1,20,22.5,62.2,85.7,0.015,0.0081,0.0079,0.337,0.602,0.727,0.756,0.222,-0.616,0.521,-0.738,0.423
104,1,1,1,2,1,1,20,22.6,62.1,86.1,0.015,0.0082,0.0079,0.337,0.601,0.725,0.755,0.222,-0.616,0.523,-0.741,0.424
105,1,1,1,2,1,1,20,22.6,62.6,85.6,0.015,0.0081,0.0079,0.337,0.602,0.726,0.756,0.222,-0.616,0.524,-0.741,0.425
106,1,1,1,2,1,1,20,22.6,62.1,85.9,0.015,0.0082,0.0079,0.337,0.602,0.726,0.752,0.221,-0.613,0.523,-0.741,0.424
107,1,1,1,2,1,1,20,22.6,62.3,85.6,0.015,0.0081,0.008,0.336,0.601,0.725,0.756,0.222,-0.616,0.524,-0.742,0.425
108,1,1,1,2,1,1,20,22.6,62.4,86.1,0.015,0.0081,0.0079,0.335,0.599,0.723,0.756,0.222,-0.617,0.522,-0.739,0.423
109,1,1,1,2,1,1,20,22.7,61.9,85.5,0.0149,0.0081,0.008,0.338,0.603,0.728,0.757,0.222,-0.617,0.522,-0.74,0.424
110,1,1,1,2,1,1,20,22.5,61.8,85.9,0.015,0.0082,0.0079,0.337,0.601,0.726,0.756,0.222,-0.616,0.523,-0.741,0.424
111,1,1,1,2,1,1,20,22.6,62.4,86,0.015,0.0081,0.0079,0.336,0.601,0.725,0.759,0.223,-0.619,0.523,-0.741,0.424
112,1,1,1,2,1,1,20,22.6,62.2,85.7,0.015,0.0081,0.0079,0.336,0.6,0.724,0.756,0.222,-0.616,0.521,-0.738,0.423
113,1,1,1,2,1,1,20,22.7,62.1,85.9,0.015,0.0081,0.008,0.337,0.602,0.727,0.754,0.222,-0.615,0.523,-0.741,0.424
114,1,1,1,2,1,1,20,22.5,62.2,86.1,0.015,0.0082,0.0079,0.337,0.601,0.725,0.76,0.223,-0.619,0.523,-0.741,0.424
115,1,1,1,2,1,1,20,22.6,62.3,85.9,0.015,0.0081,0.0079,0.337,0.601,0.725,0.754,0.222,-0.615,0.52,-0.737,0.422
