ID,m2,m3,m4,k,alpha,beta,Tem,omega_1,omega_2,omega_3,D_1,D_2,D_3,EVnorm1_1,EVnorm1_2,EVnorm1_3,EVnorm2_1,EVnorm2_2,EVnorm2_3,EVnorm3_1,EVnorm3_2,EVnorm3_3
35,1,1,1,2,1,1,20,22.6,61.8,85.7,0.015,0.0082,0.0079,0.337,0.601,0.726,0.751,0.221,-0.612,0.524,-0.742,0.425
36,1,1,1,2,1,1,20,22.6,62,85.4,0.015,0.0082,0.0079,0.337,0.602,0.727,0.755,0.222,-0.616,0.522,-0.74,0.424
37,1,1,1,2,1,1,20,22.7,62,86.6,0.015,0.0081,0.0079,0.337,0.603,0.727,0.758,0.223,-0.618,0.525,-0.743,0.426
38,1,1,1,2,1,1,20,22.4,62.3,85.7,0.015,0.0081,0.0079,0.337,0.602,0.726,0.754,0.221,-0.614,0.522,-0.74,0.424
39,1,1,1,2,1,1,20,22.8,62.5,85.1,0.015,0.0081,0.008,0.335,0.599,0.723,0.759,0.223,-0.619,0.522,-0.739,0.423
40,1,1,1,2,1,1,20,22.5,62,86.3,0.015,0.0082,0.0079,0.335,0.599,0.723,0.759,0.223,-0.619,0.524,-0.743,0.425
41,1,1,1,2,1,1,20,22.5,62.6,85.7,0.015,0.0081,0.008,0.337,0.602,0.727,0.755,0.222,-0.615,0.521,-0.738,0.422
42,1,1,1,2,1,1,20,22.6,62.6,86.5,0.015,0.0081,0.0079,0.336,0.6,0.724,0.752,0.221,-0.613,0.519,-0.736,0.421
43,1,1,1,2,1,1,20,22.8,62.5,85.4,0.0149,0.0081,0.0079,0.337,0.603,0.727,0.751,0.22,-0.612,0.52,-0.736,0.422
44,1,1,1,2,1,1,20,22.4,62.7,86.3,0.0149,0.0081,0.0079,0.338,0.603,0.728,0.757,0.222,-0.617,0.528,-0.748,0.428
45,1,1,1,2,1,1,20,22.4,62,85,0.0151,0.0081,0.0079,0.335,0.599,0.722,0.758,0.223,-0.618,0.526,-0.745,0.427
46,1,1,1,2,1,1,20,22.7,62.2,86.7,0.015,0.0081,0.008,0.336,0.6,0.724,0.747,0.219,-0.609,0.523,-0.74,0.424
47,1,1,1,2,1,1,20,22.7,62.3,86.1,0.015,0.0082,0.008,0.337,0.602,0.726,0.752,0.221,-0.613,0.523,-0.74,0.424
48,1,1,1,2,1,1,20,22.6,62.3,85,0.015,0.0081,0.008,0.338,0.604,0.729,0.749,0.22,-0.611,0.523,-0.741,0.424
49,1,1,1,2,1,1,20,22.5,62,86.6,0.015,0.0082,0.0079,0.337,0.602,0.726,0.753,0.221,-0.614,0.519,-0.735,0.421
50,1,1,1,2,1,1,20,22.7,61.6,85.9,0.0149,0.0081,0.0079,0.333,0.595,0.718,0.762,0.224,-0.622,0.523,-0.74,0.424
51,1,1,1,2,1,1,20,22.4,61.3,86.9,0.0151,0.0082,0.0079,0.338,0.604,0.729,0.755,0.222,-0.616,0.519,-0.735,0.421
52,1,1,1,2,1,1,20,22.5,61.7,85,0.015,0.0082,0.008,0.335,0.598,0.722,0.753,0.221,-0.614,0.521,-0.738,0.423
53,1,1,1,2,1,1,20,22.8,62.4,85.2,0.0149,0.0081,0.0079,0.34,0.607,0.733,0.764,0.225,-0.623,0.523,-0.741,0.424
54,1,1,1,2,1,1,20,22.5,61.7,87.4,0.0149,0.0082,0.0079,0.337,0.601,0.726,0.749,0.22,-0.611,0.524,-0.742,0.425
55,1,1,1,2,1,1,20,22.4,62.2,85.5,0.0151,0.0081,0.0079,0.338,0.603,0.728,0.755,0.222,-0.615,0.524,-0.742,0.425
56,1,1,1,2,1,1,20,22.6,62.9,85.8,0.015,0.0081,0.0079,0.339,0.606,0.731,0.756,0.222,-0.617,0.518,-0.733,0.42
57,1,1,1,2,1,1,20,22.5,62.2,85.8,0.0149,0.0082,0.0079,0.336,0.6,0.724,0.753,0.221,-0.614,0.525,-0.743,0.426
58,1,1,1,2,1,1,20,22.6,61,86.3,0.015,0.0082,0.0079,0.337,0.602,0.726,0.749,0.22,-0.61,0.521,-0.737,0.422
59,1,1,1,2,1,1,20,22.4,62.4,85.8,0.015,0.0081,0.0079,0.333,0.594,0.717,0.753,0.221,-0.614,0.523,-0.741,0.424
60,1,1,1,2,1,1,20,22.4,62.1,85.5,0.015,0.0081,0.008,0.341,0.609,0.735,0.752,0.221,-0.613,0.523,-0.74,0.424
61,1,1,1,2,1,1,20,22.4,62,86.1,0.0151,0.0081,0.008,0.335,0.598,0.722,0.749,0.22,-0.611,0.523,-0.741,0.424
62,1,1,1,2,1,1,20,22.2,62.5,86.3,0.0151,0.0082,0.0079,0.334,0.597,0.72,0.756,0.222,-0.617,0.524,-0.742,0.425
63,1,1,1,2,1,1,20,22.6,61.9,85.9,0.015,0.0081,0.008,0.337,0.602,0.727,0.756,0.222,-0.617,0.526,-0.745,0.426
64,1,1,1,2,1,1,20,22.7,61.5,86.4,0.015,0.0083,0.0079,0.335,0.598,0.721,0.754,0.221,-0.615,0.52,-0.737,0.422
65,1,1,1,2,1,1,20,22.5,61.9,87,0.015,0.0082,0.0079,0.336,0.601,0.725,0.757,0.222,-0.617,0.523,-0.741,0.424
66,1,1,1,2,1,1,20,22.4,62.6,86.2,0.0151,0.0081,0.008,0.338,0.604,0.729,0.758,0.223,-0.618,0.522,-0.739,0.423
67,1,1,1,2,1,1,20,22.5,62.9,86.2,0.015,0.008,0.0079,0.337,0.601,0.726,0.756,0.222,-0.617,0.52,-0.736,0.421
68,1,1,1,2,1,1,20,22.6,61.9,86.3,0.015,0.0081,0.0079,0.337,0.602,0.726,0.755,0.222,-0.616,0.524,-0.741,0.425
69,1,1,1,2,1,1,20,22.7,61.9,86.3,0.0149,0.0082,0.0079,0.34,0.607,0.732,0.755,0.222,-0.615,0.523,-0.74,0.424
70,1,1,1,2,1,1,20,22.6,62.3,86,0.015,0.0082,0.0079,0.335,0.599,0.723,0.749,0.22,-0.61,0.519,-0.735,0.421
71,1,1,1,2,1,1,20,22.5,62,85.4,0.015,0.0082,0.008,0.336,0.601,0.725,0.764,0.224,-0.623,0.528,-0.747,0.428
72,1,1,1,2,1,1,20,22.6,61.6,84.7,0.015,0.0082,0.008,0.335,0.599,0.722,0.754,0.222,-0.615,0.524,-0.742,0.425
73,1,1,1,2,1,1,20,22.5,62.5,86.7,0.015,0.0081,0.0079,0.335,0.598,0.722,0.754,0.222,-0.615,0.523,-0.74,0.424
74,1,1,1,2,1,1,20,22.5,62.1,86.4,0.0151,0.0081,0.0079,0.337,0.602,0.727,0.755,0.222,-0.616,0.517,-0.732,0.419
75,1,1,1,2,1,1,20,22.5,62.9,86.4,0.015,0.0081,0.0079,0.331,0.592,0.714,0.764,0.224,-0.623,0.522,-0.74,0.424
76,1,1,1,2,1,1,20,22.4,62.6,85.7,0.0151,0.0081,0.0079,0.337,0.601,0.725,0.756,0.222,-0.616,0.518,-0.733,0.42
77,1,1,1,2,1,1,20,22.7,61.8,85.2,0.015,0.0082,0.008,0.34,0.608,0.733,0.756,0.222,-0.616,0.523,-0.74,0.424
78,1,1,1,2,1,1,20,22.6,62,85.8,0.0149,0.0081,0.0079,0.337,0.601,0.725,0.751,0.221,-0.612,0.524,-0.742,0.425
79,1,1,1,2,1,1,20,22.7,61.7,85.9,0.015,0.0081,0.0079,0.338,0.603,0.728,0.759,0.223,-0.619,0.528,-0.747,0.428
80,1,1,1,2,1,1,20,22.9,62.2,86.6,0.0149,0.0081,0.0079,0.335,0.598,0.721,0.758,0.223,-0.618,0.523,-0.74,0.424
81,1,1,1,2,1,1,20,22.8,61.2,85.3,0.0149,0.0082,0.0079,0.338,0.604,0.729,0.753,0.221,-0.614,0.526,-0.745,0.426
82,1,1,1,2,1,1,20,22.5,62.6,86.2,0.015,0.0081,0.0079,0.337,0.601,0.725,0.753,0.221,-0.614,0.521,-0.738,0.423
83,1,1,1,2,1,1,20,22.7,62.3,85.9,0.0149,0.0081,0.008,0.336,0.599,0.723,0.753,0.221,-0.614,0.522,-0.739,0.423
84,1,1,1,2,1,1,20,22.5,62.4,85.4,0.015,0.0081,0.008,0.337,0.603,0.727,0.757,0.222,-0.617,0.519,-0.734,0.421
85,1,1,1,2,1,1,20,22.6,62.3,86,0.015,0.0082,0.0079,0.334,0.596,0.719,0.754,0.221,-0.614,0.52,-0.736,0.422
86,1,1,1,2,1,1,20,22.7,61.6,86.5,0.015,0.0082,0.0079,0.336,0.601,0.725,0.751,0.221,-0.612,0.526,-0.744,0.426
87,1,1,1,2,1,1,20,22.6,61.4,85.3,0.0149,0.0082,0.008,0.338,0.604,0.729,0.749,0.22,-0.611,0.519,-0.735,0.421
88,1,1,1,2,1,1,20,22.7,63.3,86.4,0.015,0.0081,0.0079,0.339,0.605,0.73,0.756,0.222,-0.616,0.524,-0.742,0.425
89,1,1,1,2,1,1,20,22.7,62.2,85.3,0.015,0.0082,0.008,0.337,0.601,0.725,0.756,0.222,-0.616,0.521,-0.737,0.422
90,1,1,1,2,1,1,20,22.5,62.3,85.7,0.015,0.0081,0.008,0.337,0.601,0.726,0.761,0.224,-0.62,0.523,-0.741,0.424
91,1,1,1,2,1,1,20,22.7,62,86.1,0.0149,0.0082,0.008,0.336,0.6,0.724,0.757,0.222,-0.617,0.524,-0.742,0.425
92,1,1,1,2,1,1,20,22.6,62.2,85.9,0.0149,0.0082,0.0079,0.336,0.6,0.724,0.757,0.222,-0.617,0.526,-0.744,0.426
93,1,1,1,2,1,1,20,22.6,62,85.1,0.015,0.0082,0.008,0.334,0.597,0.72,0.755,0.222,-0.616,0.519,-0.736,0.421
94,1,1,1,2,1,1,20,22.9,62.2,85,0.015,0.0081,0.008,0.337,0.601,0.725,0.757,0.222,-0.617,0.524,-0.742,0.425
95,1,1,1,2,1,1,20,22.7,62.5,87.3,0.015,0.0082,0.0079,0.337,0.602,0.726,0.756,0.222,-0.616,0.523,-0.741,0.424
96,1,1,1,2,1,1,20,22.6,62.8,85,0.015,0.0081,0.008,0.337,0.601,0.725,0.752,0.221,-0.613,0.526,-0.745,0.427
97,1,1,1,2,1,1,20,22.4,61.9,84.5,0.015,0.0082,0.008,0.336,0.601,0.725,0.753,0.221,-0.613,0.529,-0.749,0.429
98,1,1,1,2,1,1,20,22.7,62.3,85.2,0.0151,0.0082,0.0079,0.334,0.597,0.72,0.753,0.221,-0.614,0.524,-0.743,0.425
99,1,1,1,2,1,1,20,22.9,62.7,86.1,0.0149,0.0081,0.008,0.337,0.602,0.726,0.755,0.222,-0.616,0.525,-0.744,0.426
100,1,1,1,2,1,1,20,22.6,61.7,85.8,0.015,0.0082,0.0079,0.339,0.605,0.73,0.764,0.225,-0.623,0.526,-0.746,0.427
101,1,1,1,2,1,1,20,22.5,62.2,85.4,0.015,0.0081,0.0079,0.336,0.6,0.724,0.757,0.222,-0.617,0.521,-0.737,0.422
102,1,1,1,2,1,1,20,22.7,62.4,86.3,0.015,0.0081,0.0079,0.338,0.604,0.729,0.758,0.223,-0.618,0.521,-0.738,0.423
103,1,1,1,2,1,1,20,22.6,62.3,85.9,0.015,0.0081,0.008,0.338,0.603,0.728,0.754,0.221,-0.614,0.522,-0.739,0.423
104,1,1,1,2,1,1,20,22.2,62.7,86.5,0.0152,0.0081,0.0079,0.334,0.596,0.72,0.753,0.221,-0.614,0.52,-0.736,0.422
105,1,1,1,2,1,1,20,22.7,62,85,0.0149,0.0081,0.008,0.337,0.601,0.726,0.751,0.22,-0.612,0.523,-0.74,0.424
106,1,1,1,2,1,1,20,22.8,62.1,84.9,0.0149,0.0082,0.008,0.337,0.601,0.726,0.76,0.223,-0.619,0.521,-0.738,0.423
107,1,1,1,2,1,1,20,22.7,62.7,85.5,0.015,0.0081,0.0079,0.336,0.6,0.725,0.752,0.221,-0.613,0.524,-0.743,0.425
108,1,1,1,2,1,1,20,22.6,62.3,85.6,0.015,0.0081,0.008,0.336,0.6,0.724,0.755,0.222,-0.616,0.522,-0.739,0.423
109,1,1,1,2,1,1,20,22.6,61.6,85.8,0.015,0.0082,0.0079,0.336,0.601,0.725,0.756,0.222,-0.616,0.525,-0.744,0.426
110,1,1,1,2,1,1,20,22.5,61.9,85.5,0.0151,0.0082,0.0079,0.335,0.599,0.723,0.756,0.222,-0.616,0.521,-0.738,0.423
111,1,1,1,2,1,1,20,22.8,62.8,85.2,0.015,0.0081,0.008,0.332,0.593,0.715,0.748,0.22,-0.61,0.525,-0.743,0.426
112,1,1,1,2,1,1,20,22.8,62.4,85.8,0.015,0.0081,0.008,0.336,0.6,0.724,0.759,0.223,-0.619,0.52,-0.736,0.422
113,1,1,1,2,1,1,20,22.5,61.9,85.7,0.015,0.0082,0.008,0.336,0.6,0.724,0.757,0.222,-0.617,0.519,-0.735,0.421
114,1,1,1,2,1,1,20,22.4,61.7,85.8,0.0151,0.0082,0.008,0.336,0.6,0.724,0.752,0.221,-0.613,0.52,-0.736,0.422
115,1,1,1,2,1,1,20,22.5,62.2,86.6,0.0151,0.0082,0.0079,0.338,0.604,0.728,0.756,0.222,-0.616,0.528,-0.747,0.428
116,1,1,1,2,1,1,20,22.7,62.4,85.5,0.015,0.0081,0.0079,0.334,0.597,0.721,0.756,0.222,-0.616,0.519,-0.735,0.421
117,1,1,1,2,1,1,20,22.4,62.3,85.3,0.015,0.0081,0.008,0.333,0.595,0.718,0.762,0.224,-0.621,0.521,-0.738,0.423
118,1,1,1,2,1,1,20,22.8,61.6,85.8,0.0148,0.0082,0.008,0.338,0.604,0.729,0.754,0.221,-0.615,0.523,-0.741,0.424
119,1,1,1,2,1,1,20,22.5,61.3,85.7,0.0151,0.0082,0.008,0.337,0.602,0.726,0.748,0.22,-0.61,0.522,-0.739,0.423
120,1,1,1,2,1,1,20,22.4,62.7,85.3,0.015,0.0081,0.008,0.338,0.603,0.728,0.758,0.223,-0.618,0.521,-0.738,0.423
121,1,1,1,2,1,1,20,22.6,62.8,84.9,0.0149,0.0081,0.008,0.337,0.603,0.727,0.761,0.224,-0.62,0.527,-0.746,0.427
122,1,1,1,2,1,1,20,22.5,62.2,86.1,0.0149,0.0082,0.0079,0.335,0.598,0.722,0.758,0.223,-0.618,0.522,-0.739,0.423
123,1,1,1,2,1,1,20,22.5,62.3,85.2,0.015,0.0081,0.008,0.336,0.599,0.723,0.762,0.224,-0.621,0.523,-0.74,0.424
124,1,1,1,2,1,1,20,22.6,62.7,86.1,0.015,0.0081,0.0079,0.335,0.599,0.723,0.752,0.221,-0.613,0.525,-0.743,0.426
125,1,1,1,2,1,1,20,22.4,61.8,85.8,0.015,0.0082,0.008,0.334,0.597,0.721,0.757,0.222,-0.617,0.526,-0.745,0.427
126,1,1,1,2,1,1,20,22.9,62.2,85.6,0.0149,0.0081,0.008,0.335,0.598,0.722,0.762,0.224,-0.621,0.518,-0.734,0.42
127,1,1,1,2,1,1,20,22.8,62.8,84.7,0.015,0.0081,0.008,0.337,0.602,0.726,0.758,0.223,-0.618,0.522,-0.74,0.424
128,1,1,1,2,1,1,20,22.4,61.8,85.2,0.015,0.0081,0.008,0.335,0.599,0.722,0.755,0.222,-0.616,0.521,-0.738,0.423
129,1,1,1,2,1,1,20,22.7,62,85.4,0.015,0.0081,0.0079,0.338,0.605,0.729,0.759,0.223,-0.618,0.525,-0.744,0.426
130,1,1,1,2,1,1,20,22.4,61.8,86.5,0.015,0.0082,0.0079,0.338,0.604,0.729,0.763,0.224,-0.622,0.523,-0.74,0.424
131,1,1,1,2,1,1,20,22.4,62.6,86.2,0.015,0.0081,0.008,0.333,0.595,0.718,0.756,0.222,-0.616,0.519,-0.735,0.421
132,1,1,1,2,1,1,20,22.7,62.2,84.7,0.015,0.0081,0.008,0.336,0.6,0.724,0.758,0.223,-0.618,0.523,-0.741,0.424
133,1,1,1,2,1,1,20,22.6,61.4,86.4,0.015,0.0082,0.0079,0.335,0.599,0.723,0.757,0.222,-0.617,0.525,-0.744,0.426
134,1,1,1,2,1,1,20,22.4,61.1,85.5,0.015,0.0082,0.0079,0.336,0.601,0.725,0.755,0.222,-0.615,0.525,-0.743,0.426
135,1,1,1,2,1,1,20,22.8,61.5,85.2,0.015,0.0082,0.008,0.336,0.601,0.725,0.756,0.222,-0.616,0.519,-0.735,0.421
136,1,1,1,2,1,1,20,23.2,62.5,85.3,0.0149,0.0081,0.0079,0.336,0.601,0.725,0.756,0.222,-0.616,0.522,-0.739,0.423
137,1,1,1,2,1,1,20,22.7,62.3,85.4,0.0149,0.0081,0.008,0.336,0.6,0.723,0.76,0.223,-0.619,0.524,-0.741,0.425
138,1,1,1,2,1,1,20,22.6,61.8,85.8,0.015,0.0081,0.0079,0.335,0.599,0.723,0.753,0.221,-0.614,0.525,-0.743,0.425
139,1,1,1,2,1,1,20,22.4,62.8,84.9,0.015,0.0081,0.008,0.335,0.599,0.722,0.758,0.223,-0.618,0.522,-0.739,0.423
140,1,1,1,2,1,1,20,22.8,62.2,85.5,0.0149,0.0082,0.008,0.336,0.6,0.724,0.754,0.221,-0.615,0.522,-0.739,0.423
141,1,1,1,2,1,1,20,22.5,61.6,86,0.0149,0.0081,0.0079,0.338,0.604,0.728,0.754,0.222,-0.615,0.522,-0.739,0.423
142,1,1,1,2,1,1,20,22.4,62.8,86.1,0.015,0.0081,0.0079,0.34,0.608,0.733,0.756,0.222,-0.616,0.522,-0.739,0.423
143,1,1,1,2,1,1,20,22.8,61.2,86.3,0.015,0.0082,0.0079,0.338,0.603,0.728,0.755,0.222,-0.616,0.521,-0.737,0.422
144,1,1,1,2,1,1,20,22.6,62.3,84.9,0.015,0.0082,0.008,0.337,0.601,0.726,0.754,0.222,-0.615,0.522,-0.739,0.423
145,1,1,1,2,1,1,20,22.7,62.8,86,0.015,0.0081,0.008,0.335,0.599,0.723,0.758,0.223,-0.618,0.527,-0.746,0.427
146,1,1,1,2,1,1,20,22.6,62,85.8,0.015,0.0081,0.0079,0.336,0.599,0.723,0.753,0.221,-0.614,0.527,-0.747,0.428
147,1,1,1,2,1,1,20,22.5,62.6,86.7,0.015,0.0081,0.0079,0.335,0.598,0.722,0.751,0.221,-0.613,0.524,-0.742,0.425
148,1,1,1,2,1,1,20,22.6,61.9,86,0.0149,0.0081,0.0079,0.336,0.6,0.724,0.756,0.222,-0.616,0.525,-0.743,0.425
149,1,1,1,2,1,1,20,22.6,62,85.5,0.0149,0.0081,0.008,0.338,0.604,0.729,0.752,0.221,-0.613,0.523,-0.74,0.424
150,1,1,1,2,1,1,20,22.9,62.2,84.7,0.0149,0.0081,0.008,0.338,0.604,0.729,0.758,0.223,-0.618,0.519,-0.734,0.421
151,1,1,1,2,1,1,20,22.7,62,86.1,0.0149,0.0081,0.0079,0.337,0.601,0.726,0.759,0.223,-0.618,0.523,-0.741,0.425
152,1,1,1,2,1,1,20,22.2,62.1,84.7,0.0151,0.0081,0.008,0.336,0.601,0.725,0.756,0.222,-0.616,0.517,-0.733,0.42
153,1,1,1,2,1,1,20,22.3,63.1,86.1,0.015,0.0081,0.0079,0.336,0.6,0.724,0.757,0.222,-0.617,0.519,-0.736,0.421
154,1,1,1,2,1,1,20,22.5,62.3,85.8,0.015,0.0081,0.008,0.337,0.603,0.727,0.75,0.22,-0.611,0.518,-0.734,0.42
155,1,1,1,2,1,1,20,22.6,61.7,86.5,0.015,0.0082,0.0079,0.337,0.602,0.726,0.755,0.222,-0.616,0.522,-0.739,0.423
156,1,1,1,2,1,1,20,22.4,62,86.2,0.015,0.0081,0.008,0.338,0.603,0.728,0.757,0.222,-0.617,0.525,-0.744,0.426
157,1,1,1,2,1,1,20,22.8,62.6,86.2,0.0149,0.0081,0.008,0.336,0.6,0.724,0.751,0.22,-0.612,0.524,-0.742,0.425
158,1,1,1,2,1,1,20,22.8,62.1,86,0.0149,0.0082,0.0079,0.335,0.598,0.721,0.752,0.221,-0.613,0.523,-0.74,0.424
159,1,1,1,2,1,1,20,22.7,62.3,84.9,0.0151,0.0081,0.0079,0.336,0.6,0.724,0.757,0.222,-0.617,0.523,-0.74,0.424
160,1,1,1,2,1,1,20,22.7,61.5,86,0.015,0.0083,0.0079,0.336,0.601,0.725,0.756,0.222,-0.616,0.525,-0.743,0.425
161,1,1,1,2,1,1,20,22.7,60.8,85.2,0.0149,0.0083,0.0079,0.337,0.601,0.725,0.756,0.222,-0.617,0.523,-0.74,0.424
162,1,1,1,2,1,1,20,22.7,62.4,86.2,0.0149,0.0081,0.0079,0.338,0.604,0.728,0.761,0.223,-0.62,0.524,-0.742,0.425
163,1,1,1,2,1,1,20,22.7,62.3,84.6,0.015,0.0081,0.008,0.337,0.602,0.727,0.75,0.22,-0.612,0.524,-0.741,0.425
164,1,1,1,2,1,1,20,22.7,61.9,85.7,0.0149,0.0082,0.0079,0.336,0.601,0.725,0.758,0.223,-0.618,0.523,-0.741,0.424
165,1,1,1,2,1,1,20,22.6,62.2,86.5,0.0151,0.0081,0.0079,0.337,0.601,0.726,0.749,0.22,-0.611,0.523,-0.74,0.424
166,1,1,1,2,1,1,20,22.4,61.9,86.4,0.015,0.0082,0.0079,0.333,0.596,0.719,0.755,0.222,-0.615,0.52,-0.737,0.422
167,1,1,1,2,1,1,20,22.4,62.9,85.7,0.0151,0.0081,0.008,0.336,0.601,0.725,0.759,0.223,-0.619,0.518,-0.734,0.42
168,1,1,1,2,1,1,20,22.8,61.5,85.8,0.0149,0.0082,0.008,0.336,0.6,0.725,0.754,0.222,-0.615,0.523,-0.741,0.424
169,1,1,1,2,1,1,20,22.5,61.9,86.3,0.0149,0.0082,0.0079,0.336,0.599,0.723,0.757,0.222,-0.617,0.521,-0.737,0.422
170,1,1,1,2,1,1,20,22.8,62.7,85.6,0.0149,0.0081,0.008,0.339,0.605,0.73,0.749,0.22,-0.61,0.523,-0.74,0.424
171,1,1,1,2,1,1,20,22.6,61.4,86.2,0.015,0.0082,0.0079,0.338,0.604,0.728,0.753,0.221,-0.614,0.526,-0.745,0.427
172,1,1,1,2,1,1,20,22.6,61.6,85.4,0.015,0.0082,0.008,0.333,0.596,0.719,0.758,0.223,-0.618,0.528,-0.748,0.428
