m2,m3,m4,k5,k6,alpha,beta,omega_1,omega_2,omega_3,D_1,D_2,D_3,EVnorm1_1,EVnorm1_2,EVnorm1_3,EVnorm2_1,EVnorm2_2,EVnorm2_3,EVnorm3_1,EVnorm3_2,EVnorm3_3
1,1,1,1,1,0.6261,0.0001,22.5867757527256,62.1849953473564,85.8770985906773,0.0149892193960569,0.00814342261430057,0.00793918077759864,0.336415991988697,0.600912435901503,0.72507139283879,0.755745274354182,0.221990054824584,-0.616092116367593,0.522512396095664,-0.739891310072839,0.423723548088922
1.1953757068799,0.835999525994755,1,1,1,0.6261,0.0001,22.9140162427215,59.581284804929,88.1398964441992,0.0148076451078741,0.00823323104880927,0.00795873488012541,0.342769781476261,0.596577984247943,0.725674572806143,0.781634732930508,0.144992091135366,-0.606650177437415,0.381562859139233,-0.813181111553566,0.439484088833715
0.928376413059105,1.00456357552767,1,1,1,0.6261,0.0001,22.6435710385563,63.2187258934353,86.5597838791622,0.0149572952214987,0.00811279201351039,0.00794456476154578,0.334273326589334,0.601048294441543,0.725949234368225,0.745704546288324,0.25225567141701,-0.616678040701044,0.566296293288026,-0.720189904328226,0.400792976375513
0.824242546627297,1.09027516941834,1,1,1,0.6261,0.0001,22.471604653048,64.544637688458,86.5138465272998,0.0150544951896025,0.00807736387079264,0.00794418826964059,0.331183397790696,0.603226758930871,0.725558429306398,0.71029923495527,0.303076687643574,-0.635310568327773,0.664734715086228,-0.655068607940413,0.359183626367128
1.0226222994248,1.0117439609925,1,1,1,0.6261,0.0001,22.5268942634174,61.8485232449682,85.4304744293572,0.0150230677715649,0.00815398610365439,0.0079359069408583,0.337071868789343,0.601201558509884,0.724526908621168,0.7567140771821,0.213272556248774,-0.617979467414215,0.513749043741942,-0.741487889113519,0.43157575273898
1.13199297281328,1.14350361362872,1,1,1,0.6261,0.0001,22.0158867488159,60.2459395942492,82.1203455569027,0.0153200721841336,0.00820849798672617,0.00791810546645496,0.339968707495389,0.604318575240006,0.720569453657179,0.752757328607492,0.174812915384467,-0.634662783565017,0.494174651414345,-0.726745578536856,0.477108245555074
1.11561156932558,0.927133221490491,1,1,1,0.6261,0.0001,22.7024871979764,60.6190632686975,86.4418085268102,0.014924362839641,0.00819517035614018,0.00794360183418703,0.340040932826133,0.599010848989933,0.724953906669309,0.772521943708731,0.175044636526888,-0.610384486788166,0.440661009363913,-0.780711124620656,0.443066603029306
0.980882981505193,1.10089118801998,1,1,1,0.6261,0.0001,22.2888239762093,62.3227181914689,84.2322565435247,0.0151595972840367,0.00813918395367043,0.00792812250871733,0.335723746265751,0.603410746355468,0.723315309789601,0.739664317737351,0.233696666036486,-0.631096320183829,0.566865624436677,-0.705717719306258,0.425001017044889
0.843944682300274,0.843896947437561,1,1,1,0.6261,0.0001,23.264636348225,64.8388480722145,91.0400585150585,0.0146192776320878,0.008070066638592,0.00799059911116881,0.331710301638561,0.596742003273428,0.730662204658261,0.758724615985446,0.281512990009622,-0.587441395846071,0.556936404288648,-0.747363884771149,0.36231073033766
0.90795346548176,1.00985493815852,1,1,1,0.6261,0.0001,22.6468282652324,63.5095634515326,86.7074331833586,0.014955469822108,0.00810465726716425,0.00794578881552755,0.333660665830417,0.601188293206072,0.726115139760612,0.741648921070044,0.261392384907164,-0.617762817744953,0.58088032092633,-0.712434179734004,0.393720195452634
1.189060430791,1.08416347411127,1,1,1,0.6261,0.0001,22.139362584843,59.543157072173,82.7514364065986,0.0152469420602667,0.00823468911960166,0.00792058768318382,0.341769081585386,0.602887860139795,0.720916169168331,0.762153507149021,0.152576709252924,-0.629160058597172,0.450578673454584,-0.750314226233517,0.483743135289283
0.924743978059013,0.916582851059091,1,1,1,0.6261,0.0001,22.934521887241,63.4201225320709,88.3962119603557,0.0147964552746696,0.00810713681897,0.00796125192741808,0.334219217638158,0.598750300868981,0.727870587241058,0.758287830456946,0.249890240723661,-0.602124932029864,0.536507918106397,-0.746639646869567,0.393304578579538
1.14014293494985,1.16465896960314,1,1,1,0.6261,0.0001,21.9453737510775,60.1257725107799,81.7078513447472,0.0153622347265558,0.00821287469641297,0.00791672572346487,0.340143942351502,0.604798861394583,0.720083631071693,0.751423188039401,0.172294126832966,-0.636928509595519,0.495591101284911,-0.722690480500357,0.481775808568024
1.05571045891043,0.902148119177777,1,1,1,0.6261,0.0001,22.8459250892653,61.4874682493905,87.4676278519581,0.0148449592819793,0.00816565487550872,0.00795241982309064,0.338264745624794,0.598360368228401,0.726320749807526,0.771989127840586,0.196555608255638,-0.604482158015593,0.461051698733867,-0.778329317224911,0.426186350136674
0.835466336012913,1.13530223501489,1,1,1,0.6261,0.0001,22.3197425208492,64.2746194185289,85.6340349857354,0.0151416871314993,0.00808423837737952,0.00793737441074506,0.331515504771704,0.604312743374699,0.724502296953506,0.704440194933099,0.299761654048507,-0.643356015379293,0.672761270310838,-0.644521057558582,0.36329723303834
1.03388744770533,1.17924349415841,1,1,1,0.6261,0.0001,22.0009741476315,61.5056252594797,82.4074270678439,0.0153289646988794,0.00816505979676022,0.00791917946152914,0.337120933130484,0.605214652771046,0.721155115433881,0.737135811087418,0.214379440292961,-0.640837149041916,0.559218179261738,-0.697047818831839,0.448775407353125
0.824411571677004,1.03385652134204,1,1,1,0.6261,0.0001,22.6517062695141,64.6864612049346,87.4497392275439,0.0149527367988509,0.00807382127364637,0.00795225747102338,0.331173060625809,0.601819370238352,0.726730933373314,0.721144142751366,0.300409767175861,-0.624263643952411,0.644237201273562,-0.674670623711814,0.360247106852393
0.914043234263457,1.13109286937931,1,1,1,0.6261,0.0001,22.259022248322,63.2005056126215,84.5423070668593,0.0151769117941431,0.00811330859501647,0.00792999515922746,0.333771572254651,0.604169713113725,0.723585167973154,0.723193422886825,0.263824153295515,-0.638269605442044,0.619021777156664,-0.676155226531195,0.399532413003443
0.876394576278959,0.977011984881153,1,1,1,0.6261,0.0001,22.784822305809,64.04314112339,87.7416533296879,0.0148786511288244,0.0080902685517089,0.00795494348052491,0.332724169063076,0.600349203703706,0.727238242210633,0.741648897128539,0.273877969206184,-0.612329789714268,0.588830303026955,-0.713017261902815,0.380637962460127
0.957364602547031,1.13062959161711,1,1,1,0.6261,0.0001,22.219632300661,62.6041434560497,84.0082773266883,0.015199874111165,0.00813067501478198,0.00792683235931627,0.335013882758944,0.604133636752583,0.723040972077568,0.731479179048112,0.244842087029946,-0.636388688647057,0.591085936273962,-0.690206044701865,0.417412304318095
1.07074843737537,0.883041213751992,1,1,1,0.6261,0.0001,22.8927871392507,61.2877947267073,87.7968397122207,0.0148192527513211,0.00817225836849794,0.0079554600858685,0.338766806237895,0.597848976436297,0.726507847421793,0.77480931819532,0.190258618461039,-0.602886538694471,0.447708436676612,-0.785930704618048,0.426462288212173
